,Track Name,Artist Name,Popularity,Release Year,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
19,Ignition (Remix),R. Kelly,0,2003,False,0.787,0.527,1,-6.981,1,0.0512,0.0615,0.0,0.0656,0.807,133.107,187733,4
20,Despacito - Remix,Luis Fonsi,71,2017,False,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4
21,Sexy Can I feat. Yung Berg,Ray J,0,2008,True,0.575,0.684,1,-6.007,1,0.325,0.299,0.0,0.614,0.926,172.155,204040,4
22,Don't Wanna Know,Maroon 5,0,2016,False,0.777,0.627,7,-6.142,1,0.0792,0.356,0.0,0.0956,0.444,100.054,214480,4
23,Get Low,Lil Jon & The East Side Boyz,76,2002,True,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067,4
24,Call Me Maybe,Carly Rae Jepsen,50,2012,False,0.783,0.584,7,-6.572,1,0.0409,0.0109,2.91e-06,0.108,0.632,120.031,193467,4
25,Gold Digger,Kanye West,0,2005,True,0.646,0.696,1,-5.572,0,0.342,0.0192,0.0,0.0762,0.625,92.88,207401,4
26,The Next Episode,Dr. Dre,0,1999,True,0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295,161600,4
27,Stacy's Mom,Fountains Of Wayne,75,2003,False,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987,4
28,Cold Water,Major Lazer,69,2016,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360,4
29,Say My Name,Destiny's Child,46,2000,False,0.632,0.631,5,-3.801,0,0.13,0.311,0.0,0.142,0.684,68.88,268027,4
30,Dynamite,Taio Cruz,73,2010,False,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867,4
31,Hot In Herre,Nelly,0,2002,True,0.955,0.728,9,-4.862,0,0.122,0.219,0.0,0.0612,0.922,107.082,228227,4
32,Like A G6,Far East Movement,0,2010,False,0.629,0.869,7,-7.013,0,0.314,0.00657,0.0,0.191,0.715,125.024,218347,4
33,Ms. New Booty,Bubba Sparxxx,62,2005,True,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,252653,5
34,Crank That (Soulja Boy),Soulja Boy,77,2007,False,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,4
35,Drop It Like It's Hot,Snoop Dogg,77,2004,True,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,266067,4
36,23,Mike WiLL Made-It,71,2013,True,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,252520,4
37,For Free (feat. Drake),DJ Khaled,53,2016,True,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4
38,Ocean Avenue,Yellowcard,74,2003,False,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,4
39,I'm So Paid,Akon,0,2008,False,0.471,0.865,6,-4.179,1,0.325,0.118,0.0,0.0994,0.516,92.037,263640,4
40,Wannabe,Spice Girls,82,1996,False,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4
41,Salt Shaker,Ying Yang Twins,63,2003,True,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,252440,4
42,Sexy Bitch (feat. Akon),David Guetta,61,2010,True,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,4
43,Hotline Bling,Drake,0,2015,False,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,267024,4
44,TiK ToK,Kesha,0,2009,False,0.74,0.847,2,-2.084,0,0.168,0.085,0.0,0.321,0.68,120.067,200040,4
45,Down,Jay Sean,0,2009,False,0.654,0.684,2,-4.509,1,0.032,0.0108,0.0,0.0768,0.7,66.001,212520,4
46,Drop It Low,Ester Dean,51,2009,True,0.723,0.714,11,-5.036,1,0.0537,0.0019,5.43e-05,0.0836,0.386,88.047,190533,4
47,Replay,Iyaz,46,2009,False,0.721,0.786,9,-5.398,1,0.0553,0.172,0.0,0.174,0.176,91.027,181760,4
48,We R Who We R,Kesha,0,2010,False,0.739,0.818,8,-5.062,1,0.0418,0.008,0.00504,0.164,0.713,119.982,204827,4
49,Yeah! (feat. Lil Jon & Ludacris),USHER,87,2004,False,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4
50,Get Busy,Sean Paul,0,2002,False,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,211666,4
51,Freek-A-Leek,Petey Pablo,70,2004,True,0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999,235187,4
52,"One, Two Step (feat. Missy Elliott)",Ciara,78,2004,False,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,4
53,Snap Yo Fingers,Lil Jon,70,2006,False,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,274387,4
54,Temperature,Sean Paul,83,2005,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4
55,What's My Age Again?,blink-182,0,1999,False,0.403,0.956,6,-7.376,1,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,148573,4
56,Smack That,Akon,86,2006,True,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,212360,4
57,Hips Don't Lie (feat. Wyclef Jean),Shakira,87,2005,False,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
58,Pon de Replay,Rihanna,81,2005,False,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4
59,Low (feat. T-Pain),Flo Rida,83,2008,False,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
60,Hollaback Girl,Gwen Stefani,0,2004,True,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,199907,4
61,Ni**as In Paris,JAY-Z,33,2011,True,0.788,0.859,1,-5.542,1,0.315,0.127,0.0,0.348,0.769,140.027,219333,4
62,Shake Ya Tailfeather (feat. Nelly & Murphy Lee),Diddy,0,2005,False,0.671,0.782,1,-5.4,1,0.272,0.207,0.0,0.174,0.905,87.649,293667,4
63,Blame It,Jamie Foxx,66,2008,True,0.673,0.614,7,-5.426,1,0.103,0.0782,0.0,0.139,0.362,176.052,289747,4
64,Live Your Life - feat. Rihanna,T.I.,0,2008,True,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,4
65,Rock Your Body,Justin Timberlake,80,2002,False,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4
66,Our Song,Taylor Swift,0,2006,False,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,201107,4
67,Paper Planes,M.I.A.,0,2007,False,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,203760,4
68,Work It,Missy Elliott,71,2002,True,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,263227,4
69,Thoia Thoing,R. Kelly,0,2003,False,0.582,0.642,1,-4.925,1,0.307,0.274,2.98e-05,0.0717,0.936,85.565,221267,4
70,We Can't Stop,Miley Cyrus,81,2013,False,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4
71,Starships,Nicki Minaj,61,2012,True,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006,210627,4
72,Disco Inferno,50 Cent,0,2005,True,0.915,0.659,3,-5.169,1,0.236,0.24,0.000181,0.203,0.722,96.974,212648,4
73,Lip Gloss,Lil Mama,65,2007,False,0.619,0.87,2,-4.956,1,0.501,0.41,1.37e-06,0.0571,0.94,188.772,219773,4
74,Faded,Tyga,0,2012,True,0.841,0.631,1,-8.755,1,0.241,0.0196,0.0,0.323,0.328,95.075,213467,4
75,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,77,2011,True,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333,4
76,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,58,2010,True,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4
77,The Motto,Drake,0,2012,True,0.774,0.431,1,-8.407,1,0.346,0.000146,1.99e-05,0.112,0.353,201.843,181400,4
78,Promiscuous,Nelly Furtado,57,2010,False,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,242373,4
79,Country Grammar (Hot Shit),Nelly,0,2000,True,0.872,0.673,2,-6.879,1,0.108,0.00802,0.0,0.155,0.527,162.781,287000,4
80,Ayy Ladies (feat. Tyga),Travis Porter,44,2012,True,0.905,0.753,10,-3.613,0,0.164,0.0937,0.0,0.0438,0.747,96.05,213107,4
81,Timber,Pitbull,85,2012,False,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
82,I'm Different,2 Chainz,58,2012,True,0.936,0.702,10,-5.305,1,0.0615,0.0473,0.0,0.0838,0.704,97.524,207040,4
83,No Sleep,Wiz Khalifa,63,2011,True,0.653,0.711,9,-6.454,1,0.0623,0.109,0.0,0.443,0.769,160.048,191320,4
84,Ride Wit Me,Nelly,0,2000,True,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,291782,4
85,Uptown Funk (feat. Bruno Mars),Mark Ronson,31,2014,True,0.853,0.681,0,-5.003,1,0.0888,0.00966,5.71e-05,0.0233,0.93,114.989,270627,4
86,Let Me Blow Ya Mind,Eve,0,2001,True,0.905,0.559,1,-4.237,0,0.11,0.249,0.0,0.0646,0.887,90.031,229933,4
87,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,53,2014,True,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,226581,4
88,679 (feat. Remy Boyz),Fetty Wap,78,2015,True,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693,4
89,Can't Feel My Face,The Weeknd,0,2015,False,0.705,0.758,9,-5.482,0,0.0506,0.142,0.0,0.109,0.569,107.965,215613,4
90,It's Goin' Down (feat. Nitti),Yung Joc,67,2006,True,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840,4
91,Truffle Butter,Nicki Minaj,58,2015,True,0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,219227,4
92,Get Ur Freak On,Missy Elliott,70,2001,True,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120,4
93,Candy Shop,50 Cent,0,2005,True,0.609,0.588,7,-7.992,1,0.481,0.0305,0.000142,0.369,0.797,128.763,208533,5
94,There It Go (The Whistle Song),Juelz Santana,62,2005,True,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4
95,Right Thurr,Chingy,71,2003,True,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,250747,4
96,Cyclone (feat. T-Pain) - Main,Baby Bash,65,2007,True,0.644,0.725,11,-4.618,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4
97,Let Me Love You,DJ Snake,85,2016,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4
98,In Da Club,50 Cent,76,2003,True,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,193467,4
99,Run It!,Chris Brown,0,2005,False,0.85,0.482,1,-6.684,0,0.102,0.0246,0.0,0.387,0.217,100.957,229867,4
100,Suga Suga,Baby Bash,75,2003,False,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,4
101,Kiss Me Thru The Phone,Soulja Boy,79,2008,False,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4
102,Milkshake - Radio Mix,Kelis,58,2003,False,0.891,0.77,1,-6.124,1,0.0439,0.00862,0.0315,0.155,0.819,112.997,182627,4
103,London Bridge,Fergie,65,2006,True,0.77,0.609,1,-5.894,1,0.345,0.214,0.0,0.166,0.631,90.952,241307,4
104,Kiss Kiss (feat. T-Pain),Chris Brown,0,2007,False,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667,3
105,Whatever You Like,T.I.,74,2008,True,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,4
106,I Wanna Love You,Akon,0,2006,True,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067,4
107,Love in This Club (feat. Young Jeezy),USHER,76,2008,False,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,259720,4
108,Don't Cha,The Pussycat Dolls,69,2005,False,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080,4
109,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,WATCH THE DUCK,0,2017,True,0.77,0.79,0,-5.007,1,0.0912,0.0335,0.0,0.0937,0.261,104.062,249231,4
110,Get Silly,V.I.C.,55,2008,False,0.846,0.814,1,-4.945,1,0.353,0.0769,0.0,0.0588,0.671,75.01,227120,4
111,Fergalicious,Fergie,70,2006,True,0.906,0.583,8,-7.721,0,0.317,0.0569,0.0,0.126,0.829,129.056,292373,4
112,SexyBack (feat. Timbaland),Justin Timberlake,81,2006,True,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4
113,Right Now (Na Na Na),Akon,2,2008,False,0.832,0.87,8,-4.2,0,0.167,0.267,0.0,0.412,0.566,138.003,240747,4
114,Look What You Made Me Do,Taylor Swift,0,2017,False,0.767,0.671,9,-6.416,0,0.142,0.21,1.12e-05,0.129,0.474,128.072,211859,4
115,It Ain’t Me (with Selena Gomez),Kygo,68,2017,False,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
116,Cake - Challenge Version,Flo Rida,58,2016,False,0.786,0.854,2,-4.247,1,0.0523,0.0729,1.63e-06,0.179,0.687,105.078,157165,4
117,Toxic,Britney Spears,86,2003,False,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
118,I Feel It Coming,The Weeknd,80,2016,False,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4
119,Love On Top,Beyoncé,76,2011,False,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,267413,4
120,True Feeling,Galantis,0,2017,False,0.588,0.708,4,-4.054,1,0.042,0.0775,0.000645,0.126,0.22,127.961,238450,4
121,Come Get Her,Rae Sremmurd,0,2015,True,0.692,0.567,2,-6.205,1,0.161,0.189,0.0,0.0725,0.106,185.08,212947,4
122,Gucci Gang,Lil Pump,62,2017,True,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,124056,4
123,HeadBand (feat. 2 Chainz),B.o.B,66,2013,True,0.919,0.506,1,-7.14,1,0.304,0.132,0.0,0.0771,0.273,97.465,220240,4
124,Laffy Taffy,D4L,68,2005,True,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,4
125,"My Neck, My Back (Lick It) - Street/Club Version",Khia,39,2015,True,0.855,0.659,9,-3.441,0,0.115,0.0359,0.0,0.0473,0.731,102.067,221573,4
126,Don’t Drop That Thun Thun,Finatticz,0,2012,True,0.931,0.415,7,-8.491,1,0.293,0.0613,0.0,0.059,0.619,97.995,202199,4
127,Get the Party Started,P!nk,0,2001,False,0.806,0.902,11,-3.387,0,0.0475,0.00127,0.0,0.212,0.961,128.943,191667,4
128,Angel,Shaggy,0,2000,False,0.733,0.759,6,-2.994,1,0.171,0.146,0.0,0.04,0.809,170.573,235133,4
129,Turn Me On,Kevin Lyttle,70,2004,False,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,192107,4
130,Dip It Low,Christina Milian,53,2004,False,0.754,0.718,11,-4.209,0,0.111,0.0122,0.000111,0.0923,0.576,169.116,201000,4
131,Naughty Girl,Beyoncé,66,2003,False,0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053,208573,4
132,No Diggity,Blackstreet,79,1996,False,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4
133,Tambourine,Eve,0,2007,True,0.82,0.854,1,-4.153,1,0.22,0.239,0.0,0.359,0.574,102.623,192440,4
134,Holidae In,Chingy,59,2003,True,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,314400,4
135,Lollipop,Lil Wayne,71,2008,True,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4
136,Survivor,Destiny's Child,72,2001,False,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,254027,4
137,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,77,2013,False,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,4
138,Strip That Down,Liam Payne,67,2017,False,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,204502,4
139,Say Aah (feat. Fabolous),Trey Songz,0,2009,False,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,207547,4
140,Bottoms Up (feat. Nicki Minaj),Trey Songz,0,2010,True,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,242013,4
141,Good Life,Kanye West,0,2007,True,0.435,0.802,1,-6.871,1,0.324,0.00376,0.0,0.467,0.454,84.267,207000,4
142,Roll Up,Wiz Khalifa,62,2011,True,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,227773,5
143,Sugar,Maroon 5,82,2014,True,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
144,Wild Wild Love (feat. G.R.L.),Pitbull,43,2014,False,0.645,0.732,2,-5.874,1,0.0482,0.0136,0.0,0.513,0.336,120.06,202197,4
145,Playlist (feat. Paul Wall & Deno Taylor),Swilson,14,2017,True,0.787,0.726,11,-5.277,0,0.0901,0.226,0.0,0.283,0.911,95.023,189000,4
146,Cheap Sunglasses,RAC,42,2014,False,0.533,0.676,2,-6.788,1,0.0395,0.152,0.000765,0.0903,0.404,114.993,215133,4
147,All Star,Smash Mouth,47,2005,False,0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,200560,4
148,Calabria 2008,Enur feat. Natasja,0,2008,False,0.882,0.55,4,-7.894,0,0.145,0.00274,0.0638,0.0587,0.418,126.025,230627,4
149,Uptown Funk (feat. Bruno Mars),Mark Ronson,85,2015,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
150,Shake It Off,Taylor Swift,73,2014,False,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,219200,4
151,Talking Body,Tove Lo,43,2015,True,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4
152,Show Stopper,Danity Kane,55,2006,False,0.755,0.408,5,-10.33,0,0.187,0.0133,0.0,0.33,0.465,76.034,229240,4
153,Baby Boy (feat. Sean Paul),Beyoncé,69,2003,False,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244827,4
154,...Ready For It?,Taylor Swift,0,2017,False,0.615,0.779,2,-6.454,1,0.135,0.0665,0.0,0.155,0.453,160.0,208198,4
155,Mi Gente,J Balvin,69,2017,False,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,4
156,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,72,2015,False,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,4
157,Give Me Everything (feat. Nayer),Pitbull,87,2011,False,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4
158,I Know You Want Me (Calle Ocho) - More English Radio Edit,Pitbull,33,2009,False,0.798,0.666,9,-8.747,1,0.142,0.0166,5.78e-05,0.718,0.769,127.084,183147,4
159,Say Aah (feat. Fabolous),Trey Songz,62,2009,False,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,207547,4
160,The Half,DJ Snake,49,2016,True,0.705,0.695,11,-3.359,1,0.113,0.0112,0.0,0.691,0.44,169.987,217373,4
161,Say Yeah,Wiz Khalifa,51,2008,True,0.751,0.806,11,-6.1,1,0.0602,0.0236,0.0,0.134,0.685,142.015,241613,4
162,I Knew You Were Trouble.,Taylor Swift,61,2012,False,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4
163,Dark Horse,Katy Perry,77,2013,False,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4
164,Get It Shawty,Lloyd,66,2007,False,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,209533,4
165,Good Feeling,Flo Rida,80,2012,False,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4
166,Time of Our Lives,Pitbull,85,2014,True,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
167,Teenage Dream,Katy Perry,65,2012,False,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,227760,4
168,Last Friday Night (T.G.I.F.),Katy Perry,74,2012,False,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4
169,Walk It Out,Unk,0,2006,True,0.794,0.777,1,-3.696,0,0.0813,0.0982,0.0,0.202,0.706,160.022,173040,4
170,Let Me Love You,Mario,75,2004,False,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4
171,Lose My Breath,Destiny's Child,63,2004,False,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4
172,Never Be Like You (feat. Kai),Flume,76,2016,True,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,234910,4
173,"Too Little, Too Late - Radio Version",JoJo,0,2006,False,0.446,0.77,6,-6.121,0,0.0549,0.0183,1.07e-06,0.122,0.717,82.765,221573,4
174,Never Be the Same,Camila Cabello,58,2017,False,0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,227088,4
175,Party In The U.S.A.,Miley Cyrus,79,2009,False,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
176,Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),Too $hort,56,2003,True,0.937,0.695,0,-6.932,1,0.134,0.000577,3.19e-05,0.295,0.457,99.997,278707,4
177,Me & U,Cassie,78,2006,False,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213,4
178,Best I Ever Had,Drake,0,2009,True,0.427,0.861,1,-4.874,1,0.376,0.219,0.0,0.277,0.581,161.776,257760,4
179,Where Have You Been,Rihanna,76,2011,False,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680,4
180,2AM.,Adrian Marcel,59,2014,True,0.849,0.534,4,-6.365,1,0.0699,0.0472,0.0,0.25,0.599,102.014,237653,4
181,Let Me Blow Ya Mind,Eve,77,2001,True,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,230133,4
182,Tambourine,Eve,66,2007,True,0.82,0.854,1,-4.153,1,0.22,0.239,0.0,0.359,0.574,102.623,192440,4
183,The Middle,Zedd,80,2018,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
