,Track Name,Artist Name,Popularity,Release Year,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
1567,The Painter,Cody Johnson,76,2023,False,0.512,0.709,2,-5.767,1,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,211413,4
1568,Wild Ones (feat. Jelly Roll),Jessie Murph,85,2023,True,0.65,0.689,0,-3.543,1,0.0449,0.0878,0.0,0.172,0.294,136.03,142520,4
1569,Southern Nights,Glen Campbell,73,1977,False,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,180027,4
1570,Pretty Little Poison,Warren Zeiders,77,2023,False,0.494,0.567,1,-4.156,1,0.0334,0.0235,2.4e-06,0.146,0.22,112.011,218260,3
1571,Somebody’s Problem,Morgan Wallen,74,2021,False,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,161773,4
1572,Mine,Taylor Swift,61,2010,False,0.621,0.78,7,-2.934,1,0.0297,0.00327,4.55e-06,0.184,0.672,121.038,230773,4
1573,I Won't Back Down,Johnny Cash,64,2000,False,0.624,0.531,9,-8.393,1,0.0309,0.587,0.0,0.309,0.551,113.778,128200,4
1574,Need You Now,Lady A,73,2010,False,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573,4
1575,Check Yes Or No,George Strait,76,1995,False,0.708,0.524,5,-12.644,1,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,200667,4
1576,The Gambler,Kenny Rogers,76,1978,False,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,214880,4
1577,Jolene,Dolly Parton,75,1974,False,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4
1578,Body Like A Back Road,Sam Hunt,70,2017,False,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4
1579,Cruise,Florida Georgia Line,60,2012,False,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4
1580,You're Still The One,Shania Twain,72,1997,False,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,212200,4
1581,Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,71,1978,False,0.363,0.361,9,-14.398,1,0.0499,0.623,0.00119,0.154,0.612,187.711,152867,3
1582,Why Not Me,The Judds,64,1984,False,0.732,0.667,10,-9.278,1,0.0278,0.502,4.07e-06,0.0524,0.727,125.6,211267,4
1583,Whiskey Glasses,Morgan Wallen,81,2018,False,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
1584,Islands In the Stream,Dolly Parton,58,2003,False,0.595,0.473,8,-9.828,1,0.0347,0.702,0.0,0.0725,0.716,204.016,249293,4
1585,When You Say Nothing at All,Keith Whitley,58,1990,False,0.673,0.346,3,-12.803,1,0.0245,0.721,4.48e-06,0.0475,0.396,80.012,222493,4
1586,She's In Love With The Boy - Single Version,Trisha Yearwood,71,1991,False,0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996,248200,4
1587,I Fall To Pieces - Single Version,Patsy Cline,64,1961,False,0.54,0.0568,10,-20.508,1,0.0351,0.917,1.01e-06,0.12,0.506,111.791,171333,4
1588,Achy Breaky Heart,Billy Ray Cyrus,70,1992,False,0.8,0.563,9,-10.209,1,0.0303,0.051,0.0,0.0797,0.961,121.808,203373,4
1589,The House That Built Me,Miranda Lambert,67,2009,False,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,236627,4
1590,It's Five O'Clock Somewhere,Alan Jackson,67,2010,False,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,230133,4
1591,Amazed,Lonestar,59,1995,False,0.557,0.553,1,-7.954,1,0.0319,0.247,0.0,0.125,0.253,139.821,239987,4
1592,Fancy,Reba McEntire,68,1990,False,0.674,0.517,11,-11.225,1,0.0726,0.226,0.0,0.0697,0.482,94.98,299733,4
1593,Rhinestone Cowboy,Glen Campbell,67,1975,False,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,194453,4
1594,Breathe,Faith Hill,67,1999,False,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,250547,4
1595,I Hope,Gabby Barrett,73,2020,False,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4
1596,"Heads Carolina, Tails California",Jo Dee Messina,54,2017,False,0.607,0.815,4,-6.619,1,0.039,0.0471,2.81e-05,0.111,0.57,136.949,209760,4
1597,Tequila,Dan + Shay,71,2018,False,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
1598,Somebody Like You,Keith Urban,69,2002,False,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,323040,4
1599,Girl Crush,Little Big Town,70,2014,False,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,193320,3
1600,This Is How We Roll,Florida Georgia Line,61,2013,False,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,220907,4
1601,American Kids,Kenny Chesney,78,2014,False,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,182960,4
1602,Strawberry Wine,Deana Carter,60,2002,False,0.558,0.435,1,-6.812,1,0.0264,0.302,0.0,0.0351,0.199,122.385,290467,3
1603,This Kiss,Faith Hill,69,1998,False,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,194307,4
1604,Die A Happy Man,Thomas Rhett,75,2015,False,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
1605,I Will Always Love You,Dolly Parton,63,1974,False,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,176093,4
1606,Live Like You Were Dying,Tim McGraw,70,2004,False,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,300333,4
1607,Cowboy Take Me Away,The Chicks,71,1999,False,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267,4
1608,Should've Been A Cowboy,Toby Keith,56,1998,False,0.579,0.731,7,-5.659,1,0.0323,0.244,0.0,0.297,0.618,133.582,209867,4
1609,Kiss an Angel Good Mornin',Charley Pride,57,2006,False,0.684,0.498,4,-10.836,1,0.03,0.708,0.0,0.365,0.905,131.855,123133,4
1610,Blue Ain't Your Color,Keith Urban,56,2016,False,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3
1611,"I Like It, I Love It",Tim McGraw,72,1995,False,0.643,0.961,0,-5.298,1,0.0315,0.0196,0.0,0.948,0.96,124.027,205707,4
1612,Chattahoochee,Alan Jackson,75,1992,False,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,148160,4
1613,Here You Come Again,Dolly Parton,66,1977,False,0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,179491,4
1614,Convoy,C.W. McCall,62,1990,False,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,230600,4
1615,As Good As I Once Was,Toby Keith,75,2005,False,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,227840,4
1616,Carrying Your Love With Me,George Strait,71,1997,False,0.629,0.479,10,-10.608,1,0.0271,0.22,0.0,0.0587,0.345,138.231,232427,4
1617,Watching You,Rodney Atkins,67,2006,False,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,235427,4
1618,Humble And Kind,Tim McGraw,70,2015,False,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3
1619,My Maria,Brooks & Dunn,69,2009,False,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57,208107,4
1620,Rose Garden,Lynn Anderson,65,1971,False,0.589,0.501,0,-11.665,1,0.031,0.168,0.0,0.0741,0.969,131.064,175867,4
1621,"A Good Hearted Woman - Live at Western Place, Dallas, Texas - September 25, 1974",Waylon Jennings,51,1979,False,0.373,0.562,2,-12.841,1,0.0323,0.216,0.103,0.37,0.708,103.109,178600,4
1622,Pickup Man,Joe Diffie,60,1998,False,0.709,0.757,7,-7.006,1,0.0408,0.434,0.0,0.336,0.852,140.664,216693,4
1623,Burnin' It Down,Jason Aldean,67,2014,False,0.682,0.795,6,-6.652,1,0.0489,0.305,9.41e-06,0.109,0.64,135.941,219160,4
1624,How Do You Like Me Now?!,Toby Keith,58,2008,False,0.64,0.835,0,-4.806,1,0.0413,0.0726,3.11e-06,0.132,0.704,109.497,205920,4
1625,Just To See You Smile,Tim McGraw,69,1997,False,0.492,0.823,6,-8.526,1,0.0297,0.127,0.0,0.0523,0.702,94.342,215173,4
1626,The Night The Lights Went Out In Georgia,Reba McEntire,66,1991,False,0.428,0.51,7,-11.695,0,0.103,0.52,8.32e-06,0.105,0.393,169.967,257267,4
1627,"Jesus, Take the Wheel",Carrie Underwood,64,2005,False,0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,226493,4
1628,Ain't Nothing 'Bout You,Brooks & Dunn,61,2009,False,0.325,0.887,0,-4.199,1,0.0569,0.144,1.35e-06,0.431,0.705,202.339,199413,4
1629,"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Waylon Jennings,54,2004,False,0.684,0.45,7,-10.422,1,0.0332,0.704,0.00191,0.243,0.639,102.902,200493,4
1630,Hello Darlin',Conway Twitty,25,2004,False,0.406,0.265,0,-13.327,1,0.0291,0.964,0.000305,0.135,0.398,83.069,147080,3
1631,God Gave Me You,Blake Shelton,52,2011,False,0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,229533,4
1632,Our Song,Taylor Swift,67,2006,False,0.667,0.659,2,-4.932,1,0.0298,0.113,0.0,0.325,0.575,89.128,203440,4
1633,I Swear,John Michael Montgomery,61,1994,False,0.628,0.496,1,-7.103,1,0.0233,0.242,1.2e-05,0.147,0.266,85.523,262520,4
1634,Don't Rock the Jukebox,Alan Jackson,66,1991,False,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502,171067,4
1635,I Cross My Heart - Pure Country Soundtrack Version,George Strait,63,1992,False,0.526,0.442,3,-10.133,1,0.0259,0.267,5.49e-05,0.106,0.284,131.055,212000,4
1636,Killin' Time,Clint Black,57,2003,False,0.714,0.522,7,-9.773,1,0.0283,0.455,1.02e-05,0.0967,0.69,121.312,168000,4
1637,This One's for the Girls,Martina McBride,60,2003,False,0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,243160,4
1638,Peter Pan,Kelsea Ballerini,47,2015,False,0.528,0.626,1,-7.22,1,0.0285,0.0308,0.0,0.215,0.473,76.482,200029,4
1639,Don't It Make My Brown Eyes Blue,Crystal Gayle,65,1977,False,0.736,0.321,6,-13.474,1,0.0444,0.799,0.00897,0.0619,0.342,84.928,157653,4
1640,"Love, Me",Collin Raye,57,1991,False,0.686,0.234,0,-12.646,1,0.0295,0.742,0.0,0.145,0.342,106.581,231507,4
1641,The Good Stuff,Kenny Chesney,52,2009,False,0.586,0.675,7,-7.819,1,0.0776,0.26,0.0,0.144,0.473,143.92,199587,4
1642,My Church,Maren Morris,68,2017,False,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931,4
1643,Daddy Sang Bass,Johnny Cash,57,2002,False,0.681,0.638,4,-7.818,1,0.0367,0.699,0.000629,0.0581,0.677,96.882,140440,4
1644,"Love Without End, Amen",George Strait,62,1990,False,0.645,0.442,9,-12.997,1,0.0256,0.397,0.0,0.121,0.554,88.491,187000,4
1645,Just Got Started Lovin' You,James Otto,61,2008,False,0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,234640,4
1646,Coal Miner's Daughter - Single Version,Loretta Lynn,62,1971,False,0.604,0.354,9,-14.07,1,0.0313,0.836,0.00474,0.103,0.635,137.349,180960,4
1647,That's What I Love About Sunday,Craig Morgan,62,2005,False,0.6,0.56,8,-6.311,1,0.0325,0.479,0.0,0.111,0.417,139.469,201493,4
1648,Act Naturally,Buck Owens,62,1990,False,0.56,0.378,7,-11.007,1,0.0332,0.386,0.0,0.115,0.71,92.595,143307,4
1649,19 Somethin' - Greatest Hits Version,Mark Wills,60,2002,False,0.58,0.816,4,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938,200467,4
1650,Don't Let Our Love Start Slippin' Away,Vince Gill,54,1995,False,0.739,0.717,3,-9.568,1,0.0308,0.417,0.000918,0.334,0.663,113.234,223533,4
1651,Don't Blink,Kenny Chesney,59,2007,False,0.604,0.605,4,-8.516,1,0.0352,0.115,1.22e-05,0.305,0.647,147.925,285280,4
1652,XXX's And OOO's (An American Girl),Trisha Yearwood,50,2007,False,0.704,0.735,0,-5.68,1,0.031,0.18,0.0,0.172,0.766,125.815,167840,4
1653,You Look So Good In Love,George Strait,58,1985,False,0.642,0.233,9,-16.568,1,0.0298,0.435,0.0,0.105,0.333,114.495,193400,3
1654,Fightin' Side of Me,Merle Haggard,58,1976,False,0.728,0.598,4,-8.081,1,0.0516,0.222,2.45e-06,0.131,0.528,95.77,170707,4
1655,Two Dozen Roses,Shenandoah,57,1994,False,0.695,0.502,4,-12.01,1,0.0279,0.327,0.0,0.097,0.543,117.083,223613,4
1656,Behind Closed Doors,Charlie Rich,51,1973,False,0.472,0.338,2,-11.196,1,0.0273,0.85,0.000221,0.0761,0.522,85.66,174827,4
1657,Automatic,Miranda Lambert,62,2014,False,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827,4
1658,Lesson In Leavin',Jo Dee Messina,49,2017,False,0.612,0.804,7,-7.275,1,0.0543,0.273,0.0,0.311,0.841,80.771,220200,4
1659,When I Call Your Name,Vince Gill,57,1989,False,0.506,0.11,5,-17.615,1,0.0307,0.35,0.00144,0.139,0.208,70.554,255133,3
1660,Teddy Bear,Red Sovine,51,1976,False,0.59,0.398,1,-16.012,1,0.38,0.781,0.0,0.0683,0.724,109.634,299747,3
1661,Every Which Way but Loose - 2009 Remaster,Eddie Rabbitt,55,2009,False,0.598,0.483,7,-7.474,1,0.0292,0.458,7.88e-06,0.36,0.452,130.663,171653,4
1662,Big City,Merle Haggard,57,1981,False,0.707,0.401,4,-14.222,1,0.0533,0.275,0.000296,0.201,0.602,136.188,179333,4
1663,High Cotton,Alabama,58,1980,False,0.661,0.581,5,-9.67,1,0.032,0.423,0.0,0.11,0.863,91.11,180320,4
1664,It Wasn't God Who Made Honky Tonk Angels - 1952 Single Version,Kitty Wells,45,1991,False,0.624,0.191,9,-11.072,1,0.0301,0.719,0.0,0.358,0.726,137.276,153867,4
1665,Is Anybody Goin' to San Antone,Charley Pride,49,2006,False,0.711,0.407,2,-11.142,1,0.0325,0.553,0.0,0.171,0.875,116.626,133400,4
1666,Lost In The Fifties Tonight,Ronnie Milsap,52,1986,False,0.492,0.216,5,-16.121,1,0.0283,0.639,6.53e-05,0.0598,0.145,168.817,258347,3
1667,For the Good Times,Ray Price,48,2007,False,0.352,0.204,3,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342,227787,4
1668,You Belong With Me,Taylor Swift,0,2008,False,0.688,0.775,6,-4.436,1,0.0381,0.151,1.98e-05,0.104,0.469,129.969,230507,4
1669,Tennessee Whiskey,Chris Stapleton,1,2015,False,0.387,0.375,9,-10.852,1,0.0355,0.205,0.00647,0.0807,0.503,50.454,293293,4
1670,Love Story - US Album Version,Taylor Swift,0,2008,False,0.618,0.736,2,-3.937,1,0.0308,0.157,0.0,0.073,0.307,118.982,235280,4
1671,In Case You Didn't Know,Brett Young,0,2017,False,0.593,0.542,10,-7.288,1,0.0309,0.358,0.0,0.104,0.427,147.969,224853,4
1672,Heaven,Kane Brown,74,2017,False,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,179507,4
1673,"Take Me Home, Country Roads - Rerecorded",John Denver,0,1997,False,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
1674,Wagon Wheel,Darius Rucker,42,2021,False,0.535,0.661,9,-7.139,1,0.0304,0.46,0.0,0.142,0.596,148.121,298400,4
1675,Beautiful Crazy,Luke Combs,0,2018,False,0.552,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
1676,Man! I Feel Like A Woman!,Shania Twain,0,1997,False,0.675,0.888,10,-3.018,1,0.0439,0.642,0.0,0.36,0.74,124.961,233000,4
1677,When It Rains It Pours,Luke Combs,83,2017,False,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
1678,H.O.L.Y.,Florida Georgia Line,0,2016,False,0.526,0.675,7,-3.989,0,0.0339,0.379,0.0,0.0727,0.537,78.0,194187,4
1679,Picture (feat. Sheryl Crow),Kid Rock,69,2001,False,0.692,0.496,7,-7.332,1,0.0241,0.172,6.42e-06,0.107,0.376,97.945,298960,4
1680,What Ifs (feat. Lauren Alaina),Kane Brown,77,2016,False,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,4
1681,Back To December,Taylor Swift,0,2010,False,0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929,293040,4
1682,"10,000 Hours (with Justin Bieber)",Dan + Shay,75,2019,False,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
1683,"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,0,2015,False,0.495,0.807,0,-4.231,1,0.0373,0.128,1.97e-05,0.131,0.424,77.079,278640,4
1684,Die A Happy Man,Thomas Rhett,53,2015,False,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
1685,Remember When,Alan Jackson,62,2010,False,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,271280,4
1686,You're Still The One,Shania Twain,0,1997,False,0.556,0.513,3,-7.201,1,0.029,0.476,0.0,0.237,0.665,133.803,212560,4
1687,Whiskey Lullaby (feat. Alison Krauss),Brad Paisley,64,2010,False,0.587,0.35,2,-10.954,1,0.0318,0.74,0.0,0.156,0.17,74.479,259453,4
1688,Mercy,Brett Young,0,2017,False,0.639,0.372,4,-7.905,1,0.0269,0.832,0.0,0.101,0.223,72.006,217120,4
1689,Marry Me,Thomas Rhett,0,2017,False,0.438,0.403,3,-8.572,1,0.0258,0.112,0.0,0.132,0.458,84.787,205453,4
1690,Copperhead Road,Steve Earle,0,2008,False,0.379,0.746,7,-10.057,1,0.0401,0.0238,0.000144,0.0627,0.702,158.711,270067,4
1691,Take Your Time,Sam Hunt,65,2014,False,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,243707,4
1692,Play It Again,Luke Bryan,41,2013,False,0.508,0.882,11,-3.239,1,0.0652,0.0931,0.0,0.0712,0.595,143.936,226867,4
1693,If I Die Young,The Band Perry,63,2010,False,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4
1694,Red,Taylor Swift,57,2012,False,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.0911,0.641,124.978,223093,4
1695,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,74,2017,False,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4
1696,Mean (Taylor's Version),Taylor Swift,74,2023,False,0.524,0.692,4,-3.866,1,0.0369,0.311,0.0,0.192,0.621,163.874,238693,4
1697,Drinkin' Problem,Midland,38,2021,False,0.622,0.763,9,-6.4,1,0.0258,0.055,8.91e-06,0.315,0.62,102.027,221467,4
1698,God's Country,Blake Shelton,69,2019,False,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4
1699,People Are Crazy,Billy Currington,0,2008,False,0.651,0.699,5,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938,231360,4
1700,Stay,Sugarland,0,2006,False,0.561,0.289,4,-8.468,1,0.0404,0.78,0.0,0.13,0.399,135.264,285413,4
1701,Your Man,Josh Turner,31,2021,False,0.743,0.636,6,-4.483,1,0.0241,0.333,0.000216,0.0696,0.784,100.511,211893,4
1702,Up Down (Feat. Florida Georgia Line),Morgan Wallen,0,2018,False,0.589,0.873,6,-2.915,1,0.0342,0.0897,0.0,0.16,0.712,129.907,196240,4
1703,Any Man Of Mine,Shania Twain,0,2021,False,0.557,0.818,3,-4.73,1,0.0386,0.0269,0.0,0.087,0.732,78.246,246968,4
1704,Livin' On Love,Alan Jackson,56,2010,False,0.705,0.669,9,-5.974,1,0.0262,0.163,3.41e-06,0.0966,0.673,118.539,228733,4
1705,Burnin' It Down,Jason Aldean,0,2014,False,0.68,0.788,6,-6.677,1,0.0466,0.31,3.82e-06,0.101,0.653,135.943,219147,4
1706,Chattahoochee,Alan Jackson,49,1989,False,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,148160,4
1707,Neon Moon,Brooks & Dunn,64,1991,False,0.735,0.488,9,-10.56,1,0.026,0.596,1.1e-06,0.0949,0.452,102.383,261227,4
1708,Buy Me a Boat,Chris Janson,69,2015,False,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,4
1709,Country Boy (feat. George Jones & Charlie Daniels),Aaron Lewis,0,2011,False,0.595,0.667,6,-6.442,1,0.034,0.296,0.0,0.109,0.272,121.949,283347,4
1710,Small Town Boy,Dustin Lynch,12,2017,False,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,4
1711,What Hurts The Most,Rascal Flatts,41,2006,False,0.539,0.683,5,-5.157,0,0.0276,0.00962,0.0,0.284,0.331,136.032,214107,4
1712,Do I,Luke Bryan,0,2009,False,0.585,0.675,9,-5.271,1,0.0313,0.282,0.0,0.108,0.292,138.0,239413,4
1713,Greatest Love Story,LANCO,69,2018,False,0.669,0.617,10,-8.72,1,0.057,0.401,0.0,0.119,0.621,147.992,222573,4
1714,Cruise,Florida Georgia Line,52,2012,False,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4
1715,Rumor,Lee Brice,72,2017,False,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
1716,Remind Me (with Carrie Underwood),Brad Paisley,58,2011,False,0.485,0.726,5,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,271907,4
1717,Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],Miranda Lambert,65,2014,False,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,169587,4
1718,Keep The Wolves Away,Uncle Lucius,0,2012,False,0.682,0.351,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.144,122.207,275520,4
1719,As Good As I Once Was,Toby Keith,0,2005,False,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,227840,4
1720,Tequila,Dan + Shay,60,2018,False,0.474,0.594,11,-5.756,1,0.0289,0.0292,0.0,0.133,0.503,86.131,195987,4
1721,My Girl,Dylan Scott,69,2017,False,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,4
1722,Chicken Fried (Greatest Hits Version),Zac Brown Band,0,2014,False,0.564,0.718,6,-4.235,1,0.0416,0.649,0.0,0.098,0.8,169.85,236907,4
1723,That's My Kind Of Night,Luke Bryan,34,2013,False,0.661,0.748,4,-2.891,0,0.0474,0.0592,0.0,0.105,0.894,109.995,190187,4
1724,Fancy Like,Walker Hayes,1,2021,False,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,4
1725,Five More Minutes,Scotty McCreery,0,2017,False,0.517,0.652,7,-6.153,1,0.0323,0.325,0.0,0.109,0.333,156.07,238954,4
1726,Strip It Down,Luke Bryan,0,2015,False,0.631,0.869,9,-3.507,1,0.0437,0.389,0.0,0.0839,0.702,137.967,241667,4
1727,You Should Be Here,Cole Swindell,66,2016,False,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4
1728,Crash My Party,Luke Bryan,62,2013,False,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,234760,4
1729,In Color,Jamey Johnson,70,2008,False,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,290680,4
1730,God's Gonna Cut You Down,Johnny Cash,0,2006,False,0.614,0.484,5,-8.24,0,0.127,0.878,1.5e-05,0.108,0.817,82.386,158573,4
1731,Speechless,Dan + Shay,56,2018,False,0.631,0.44,1,-5.948,1,0.028,0.328,0.0,0.239,0.418,136.033,212745,4
1732,Round Here,Florida Georgia Line,41,2012,False,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4
1733,One Man Band,Old Dominion,0,2019,False,0.705,0.363,6,-8.327,1,0.0355,0.667,0.0,0.112,0.482,75.98,186520,4
1734,Better Man,Little Big Town,0,2017,False,0.52,0.827,5,-3.588,1,0.038,0.128,0.0,0.0841,0.519,143.903,263120,4
1735,Forever And For Always - Red Version,Shania Twain,0,2002,False,0.522,0.756,6,-5.9,1,0.0374,0.2,1.3e-06,0.117,0.456,85.986,283600,4
1736,Beer Never Broke My Heart,Luke Combs,0,2019,False,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,186800,4
1737,I Don't Want This Night to End,Luke Bryan,0,2011,False,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973,4
1738,Drunk On A Plane,Dierks Bentley,0,2014,False,0.423,0.742,9,-5.557,1,0.0328,0.0054,8.74e-06,0.195,0.658,205.932,254467,4
1739,All Summer Long,Kid Rock,74,2007,False,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,297587,4
1740,Boot Scootin' Boogie,Brooks & Dunn,55,1991,False,0.667,0.776,11,-7.292,0,0.0356,0.272,3.59e-06,0.355,0.899,130.669,197640,4
1741,Lookin' Out My Back Door,Creedence Clearwater Revival,62,1970,False,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,152453,4
1742,Homesick,Kane Brown,0,2018,False,0.7,0.492,8,-8.84,1,0.0307,0.417,0.0,0.132,0.449,97.001,205324,4
1743,The Fighter,Keith Urban,48,2016,False,0.681,0.856,11,-5.166,0,0.0517,0.0224,0.0,0.188,0.755,132.011,184040,4
1744,Achy Breaky Heart,Billy Ray Cyrus,0,1992,False,0.79,0.563,9,-10.247,1,0.0305,0.0564,1.44e-06,0.12,0.966,121.772,203373,4
1745,Boys 'Round Here (feat. Pistol Annies & Friends),Blake Shelton,67,2013,False,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760,4
1746,The Man I Want to Be,Chris Young,56,2009,False,0.489,0.498,7,-5.055,1,0.0259,0.635,1.91e-06,0.0915,0.248,141.883,207213,4
1747,More Than My Hometown,Morgan Wallen,57,2020,False,0.621,0.882,6,-5.01,1,0.0459,0.601,0.0,0.132,0.574,126.014,216573,4
